Source.Name	Characteristics.Subject.ID.	Characteristics.Strain.	Characteristics.Organism.	Term.Source.REF	Term.Accession.Number	Characteristics.Sex.	Factor.Value.Age.	Characteristics.AgeUnit.	Term.Source.REF.1	Term.Accession.Number.1	Characteristics.Organ.	Term.Source.REF.2	Term.Accession.Number.2	Characteristics.Tissue.	Term.Source.REF.3	Term.Accession.Number.3	Characteristics.Cell.	Term.Source.REF.4	Term.Accession.Number.4	Characteristics.Assay.Type.	Characteristics.Biological.Replicate.	Characteristics.Technical.Replicate.	Factor.Value.Compound.	Term.Source.REF.5	Term.Accession.Number.5	Characteristics.StdInChIKey.	Comment.chEMBL.ID.	Characteristics.Eniantiomer.	Characteristics.Compound.Class.	Characteristics.Control.	Characteristics.Sample.Match.	Factor.Value.Dose.	Characteristics.DoseUnit.	Term.Source.REF.6	Term.Accession.Number.6	Factor.Value.Dose.Duration.	Characteristics.Dose.DurationUnit.	Term.Source.REF.7	Term.Accession.Number.7	Factor.Value.Dose.Frequency.	Characteristics.Vehicle.	Characteristics.Route.	Term.Source.REF.8	Term.Accession.Number.8	Factor.Value.Sample.TimePoint.	Characteristics.Sample.TimePointUnit.	Term.Source.REF.9	Term.Accession.Number.9	Characteristics.Treatment.Group.	Protocol.REF	Sample.Name
tretinoin_1_156_1	93821	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	1	1	all-trans-retinoic acid	CHEBI	15367	SHGAZHPCJJPHSC-YCNIQYBTSA-N	CHEMBL38	NA	NA	FALSE	control_1	156	micromolar	UO	UO:0000064	1	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	tretinoin_1_156_1
tretinoin_1_156_2	93863	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	2	1	all-trans-retinoic acid	CHEBI	15367	SHGAZHPCJJPHSC-YCNIQYBTSA-N	CHEMBL38	NA	NA	FALSE	control_1	156	micromolar	UO	UO:0000064	1	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	tretinoin_1_156_2
tretinoin_1_156_3	93884	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	3	1	all-trans-retinoic acid	CHEBI	15367	SHGAZHPCJJPHSC-YCNIQYBTSA-N	CHEMBL38	NA	NA	FALSE	control_1	156	micromolar	UO	UO:0000064	1	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	tretinoin_1_156_3
valdecoxib_0.67_450_1	93210	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	1	1	valdecoxib	CHEBI	63634	LNPDTQAFDNKSHK-UHFFFAOYSA-N	CHEMBL865	NA	NA	FALSE	control_0.67	450	micromolar	UO	UO:0000064	0.67	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	valdecoxib_0.67_450_1
valdecoxib_0.67_450_2	93221	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	2	1	valdecoxib	CHEBI	63634	LNPDTQAFDNKSHK-UHFFFAOYSA-N	CHEMBL865	NA	NA	FALSE	control_0.67	450	micromolar	UO	UO:0000064	0.67	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	valdecoxib_0.67_450_2
valdecoxib_0.67_450_3	93578	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	3	1	valdecoxib	CHEBI	63634	LNPDTQAFDNKSHK-UHFFFAOYSA-N	CHEMBL865	NA	NA	FALSE	control_0.67	450	micromolar	UO	UO:0000064	0.67	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	valdecoxib_0.67_450_3
valdecoxib_1_450_1	93171	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	1	1	valdecoxib	CHEBI	63634	LNPDTQAFDNKSHK-UHFFFAOYSA-N	CHEMBL865	NA	NA	FALSE	control_1	450	micromolar	UO	UO:0000064	1	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	valdecoxib_1_450_1
valdecoxib_1_450_2	93229	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	2	1	valdecoxib	CHEBI	63634	LNPDTQAFDNKSHK-UHFFFAOYSA-N	CHEMBL865	NA	NA	FALSE	control_1	450	micromolar	UO	UO:0000064	1	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	valdecoxib_1_450_2
valdecoxib_1_450_3	93577	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	3	1	valdecoxib	CHEBI	63634	LNPDTQAFDNKSHK-UHFFFAOYSA-N	CHEMBL865	NA	NA	FALSE	control_1	450	micromolar	UO	UO:0000064	1	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	valdecoxib_1_450_3
valeric acid_0.67_23000_1	93390	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	1	1	valeric acid	CHEBI	17418	NQPDZGIKBAWPEJ-UHFFFAOYSA-N	CHEMBL268736	NA	NA	FALSE	control_0.67	23000	micromolar	UO	UO:0000064	0.67	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	valeric acid_0.67_23000_1
valeric acid_0.67_23000_2	93423	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	2	1	valeric acid	CHEBI	17418	NQPDZGIKBAWPEJ-UHFFFAOYSA-N	CHEMBL268736	NA	NA	FALSE	control_0.67	23000	micromolar	UO	UO:0000064	0.67	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	valeric acid_0.67_23000_2
valeric acid_0.67_23000_3	93497	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	3	1	valeric acid	CHEBI	17418	NQPDZGIKBAWPEJ-UHFFFAOYSA-N	CHEMBL268736	NA	NA	FALSE	control_0.67	23000	micromolar	UO	UO:0000064	0.67	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	valeric acid_0.67_23000_3
valeric acid_1_23000_1	93355	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	1	1	valeric acid	CHEBI	17418	NQPDZGIKBAWPEJ-UHFFFAOYSA-N	CHEMBL268736	NA	NA	FALSE	control_1	23000	micromolar	UO	UO:0000064	1	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	valeric acid_1_23000_1
valeric acid_1_23000_2	93440	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	2	1	valeric acid	CHEBI	17418	NQPDZGIKBAWPEJ-UHFFFAOYSA-N	CHEMBL268736	NA	NA	FALSE	control_1	23000	micromolar	UO	UO:0000064	1	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	valeric acid_1_23000_2
valeric acid_1_23000_3	93457	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	3	1	valeric acid	CHEBI	17418	NQPDZGIKBAWPEJ-UHFFFAOYSA-N	CHEMBL268736	NA	NA	FALSE	control_1	23000	micromolar	UO	UO:0000064	1	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	valeric acid_1_23000_3
valproic acid_0.67_1000_1	93622	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	1	1	valproic acid	CHEBI	39867	NIJJYAXOARWZEE-UHFFFAOYSA-N	CHEMBL109	NA	NA	FALSE	control_0.67	1000	micromolar	UO	UO:0000064	0.67	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	valproic acid_0.67_1000_1
valproic acid_0.67_1000_2	93670	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	2	1	valproic acid	CHEBI	39867	NIJJYAXOARWZEE-UHFFFAOYSA-N	CHEMBL109	NA	NA	FALSE	control_0.67	1000	micromolar	UO	UO:0000064	0.67	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	valproic acid_0.67_1000_2
valproic acid_0.67_1000_3	93732	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	3	1	valproic acid	CHEBI	39867	NIJJYAXOARWZEE-UHFFFAOYSA-N	CHEMBL109	NA	NA	FALSE	control_0.67	1000	micromolar	UO	UO:0000064	0.67	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	valproic acid_0.67_1000_3
valproic acid_1_1000_1	93626	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	1	1	valproic acid	CHEBI	39867	NIJJYAXOARWZEE-UHFFFAOYSA-N	CHEMBL109	NA	NA	FALSE	control_1	1000	micromolar	UO	UO:0000064	1	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	valproic acid_1_1000_1
valproic acid_1_1000_2	93691	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	2	1	valproic acid	CHEBI	39867	NIJJYAXOARWZEE-UHFFFAOYSA-N	CHEMBL109	NA	NA	FALSE	control_1	1000	micromolar	UO	UO:0000064	1	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	valproic acid_1_1000_2
valproic acid_1_1000_3	93745	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	3	1	valproic acid	CHEBI	39867	NIJJYAXOARWZEE-UHFFFAOYSA-N	CHEMBL109	NA	NA	FALSE	control_1	1000	micromolar	UO	UO:0000064	1	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	valproic acid_1_1000_3
venlafaxine_0.67_1481_1	93006	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	1	1	venlafaxine	CHEBI	9943	PNVNVHUZROJLTJ-UHFFFAOYSA-N	CHEMBL637	NA	NA	FALSE	control_0.67	1481	micromolar	UO	UO:0000064	0.67	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	venlafaxine_0.67_1481_1
venlafaxine_0.67_1481_2	93131	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	2	1	venlafaxine	CHEBI	9943	PNVNVHUZROJLTJ-UHFFFAOYSA-N	CHEMBL637	NA	NA	FALSE	control_0.67	1481	micromolar	UO	UO:0000064	0.67	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	venlafaxine_0.67_1481_2
venlafaxine_0.67_1481_3	93183	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	3	1	venlafaxine	CHEBI	9943	PNVNVHUZROJLTJ-UHFFFAOYSA-N	CHEMBL637	NA	NA	FALSE	control_0.67	1481	micromolar	UO	UO:0000064	0.67	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	venlafaxine_0.67_1481_3
venlafaxine_1_1481_1	93031	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	1	1	venlafaxine	CHEBI	9943	PNVNVHUZROJLTJ-UHFFFAOYSA-N	CHEMBL637	NA	NA	FALSE	control_1	1481	micromolar	UO	UO:0000064	1	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	venlafaxine_1_1481_1
venlafaxine_1_1481_2	93108	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	2	1	venlafaxine	CHEBI	9943	PNVNVHUZROJLTJ-UHFFFAOYSA-N	CHEMBL637	NA	NA	FALSE	control_1	1481	micromolar	UO	UO:0000064	1	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	venlafaxine_1_1481_2
venlafaxine_1_1481_3	93181	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	3	1	venlafaxine	CHEBI	9943	PNVNVHUZROJLTJ-UHFFFAOYSA-N	CHEMBL637	NA	NA	FALSE	control_1	1481	micromolar	UO	UO:0000064	1	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	venlafaxine_1_1481_3
vinblastine_0.67_45_1	93079	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	1	1	Vinblastine	CHEBI	27375	JXLYSJRDGCGARV-CFWMRBGOSA-N	CHEMBL159	NA	NA	FALSE	control_0.67	45	micromolar	UO	UO:0000064	0.67	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	vinblastine_0.67_45_1
vinblastine_0.67_45_2	93087	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	2	1	Vinblastine	CHEBI	27375	JXLYSJRDGCGARV-CFWMRBGOSA-N	CHEMBL159	NA	NA	FALSE	control_0.67	45	micromolar	UO	UO:0000064	0.67	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	vinblastine_0.67_45_2
vinblastine_0.67_45_3	93172	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	3	1	Vinblastine	CHEBI	27375	JXLYSJRDGCGARV-CFWMRBGOSA-N	CHEMBL159	NA	NA	FALSE	control_0.67	45	micromolar	UO	UO:0000064	0.67	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	vinblastine_0.67_45_3
vinblastine_1_45_1	93034	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	1	1	Vinblastine	CHEBI	27375	JXLYSJRDGCGARV-CFWMRBGOSA-N	CHEMBL159	NA	NA	FALSE	control_1	45	micromolar	UO	UO:0000064	1	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	vinblastine_1_45_1
vinblastine_1_45_2	93098	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	2	1	Vinblastine	CHEBI	27375	JXLYSJRDGCGARV-CFWMRBGOSA-N	CHEMBL159	NA	NA	FALSE	control_1	45	micromolar	UO	UO:0000064	1	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	vinblastine_1_45_2
vinblastine_1_45_3	93583	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	3	1	Vinblastine	CHEBI	27375	JXLYSJRDGCGARV-CFWMRBGOSA-N	CHEMBL159	NA	NA	FALSE	control_1	45	micromolar	UO	UO:0000064	1	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	vinblastine_1_45_3
zidovudine_0.67_1000_1	93539	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	1	1	zidovudine			HBOMLICNUCNMMY-XLPZGREQSA-N	CHEMBL129	NA	NA	FALSE	control_0.67	1000	micromolar	UO	UO:0000064	0.67	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	zidovudine_0.67_1000_1
zidovudine_0.67_1000_2	93648	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	2	1	zidovudine			HBOMLICNUCNMMY-XLPZGREQSA-N	CHEMBL129	NA	NA	FALSE	control_0.67	1000	micromolar	UO	UO:0000064	0.67	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	zidovudine_0.67_1000_2
zidovudine_0.67_1000_3	93709	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	3	1	zidovudine			HBOMLICNUCNMMY-XLPZGREQSA-N	CHEMBL129	NA	NA	FALSE	control_0.67	1000	micromolar	UO	UO:0000064	0.67	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	zidovudine_0.67_1000_3
zidovudine_0.67_14800_1	93069	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	1	1	zidovudine			HBOMLICNUCNMMY-XLPZGREQSA-N	CHEMBL129	NA	NA	FALSE	control_0.67	14800	micromolar	UO	UO:0000064	0.67	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	zidovudine_0.67_14800_1
zidovudine_0.67_14800_2	93141	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	2	1	zidovudine			HBOMLICNUCNMMY-XLPZGREQSA-N	CHEMBL129	NA	NA	FALSE	control_0.67	14800	micromolar	UO	UO:0000064	0.67	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	zidovudine_0.67_14800_2
zidovudine_0.67_14800_3	93249	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	3	1	zidovudine			HBOMLICNUCNMMY-XLPZGREQSA-N	CHEMBL129	NA	NA	FALSE	control_0.67	14800	micromolar	UO	UO:0000064	0.67	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	zidovudine_0.67_14800_3
zidovudine_1_1000_1	93660	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	1	1	zidovudine			HBOMLICNUCNMMY-XLPZGREQSA-N	CHEMBL129	NA	NA	FALSE	control_1	1000	micromolar	UO	UO:0000064	1	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	zidovudine_1_1000_1
zidovudine_1_1000_2	93673	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	2	1	zidovudine			HBOMLICNUCNMMY-XLPZGREQSA-N	CHEMBL129	NA	NA	FALSE	control_1	1000	micromolar	UO	UO:0000064	1	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	zidovudine_1_1000_2
zidovudine_1_1000_3	93778	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	3	1	zidovudine			HBOMLICNUCNMMY-XLPZGREQSA-N	CHEMBL129	NA	NA	FALSE	control_1	1000	micromolar	UO	UO:0000064	1	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	zidovudine_1_1000_3
zidovudine_1_14800_1	93002	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	1	1	zidovudine			HBOMLICNUCNMMY-XLPZGREQSA-N	CHEMBL129	NA	NA	FALSE	control_1	14800	micromolar	UO	UO:0000064	1	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	zidovudine_1_14800_1
zidovudine_1_14800_2	93203	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	2	1	zidovudine			HBOMLICNUCNMMY-XLPZGREQSA-N	CHEMBL129	NA	NA	FALSE	control_1	14800	micromolar	UO	UO:0000064	1	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	zidovudine_1_14800_2
zidovudine_1_14800_3	93256	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	3	1	zidovudine			HBOMLICNUCNMMY-XLPZGREQSA-N	CHEMBL129	NA	NA	FALSE	control_1	14800	micromolar	UO	UO:0000064	1	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	zidovudine_1_14800_3
control_0.67_1	93030	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	1	1				NA		NA	NA	TRUE		0	micromolar	UO	UO:0000064	0.67	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	untreated	sample collection	control_0.67_1
control_0.67_2	93036	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	2	1				NA		NA	NA	TRUE		0	micromolar	UO	UO:0000064	0.67	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	untreated	sample collection	control_0.67_2
control_0.67_3	93067	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	3	1				NA		NA	NA	TRUE		0	micromolar	UO	UO:0000064	0.67	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	untreated	sample collection	control_0.67_3
control_0.67_4	93070	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	4	1				NA		NA	NA	TRUE		0	micromolar	UO	UO:0000064	0.67	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	untreated	sample collection	control_0.67_4
control_0.67_5	93096	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	5	1				NA		NA	NA	TRUE		0	micromolar	UO	UO:0000064	0.67	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	untreated	sample collection	control_0.67_5
